Customer_ID,Customer_Name,Age,Gender,City,State,Membership_Level,Acquisition_Channel,Customer_Tenure_Days,Total_Orders,Total_Items_Purchased,Total_Spend,Average_Order_Value,Preferred_Category,Website_Visits,App_Sessions,Days_Since_Last_Purchase,Purchase_Frequency_Per_Month,Average_Days_Between_Orders,Coupon_Usage_Rate,Return_Rate,Support_Tickets,Customer_Satisfaction,Preferred_Payment_Method,Future_CLV
CUST121582,Sunita Bose,30,Female,Guwahati,Assam,Silver,Social Media,601,3,7,1719.2,573.07,Home & Kitchen,75,29,134,0.15,159.44,0.889,0.288,1,3.89,UPI,200
CUST121583,Amit Rao,33,Male,Surat,Gujarat,Silver,Email Marketing,1530,22,46,6699.34,304.52,Beauty & Personal Care,147,100,70,0.431,74.75,0.873,0.252,3,4.26,Debit Card,735.24
CUST121584,Ashok Patel,20,Male,Pune,Maharashtra,Gold,Organic Search,360,4,10,2987.8,746.95,Home & Kitchen,48,34,15,0.333,77.17,0.389,0.033,1,4.02,UPI,534.13
CUST121585,Manish Verma,35,Male,Kozhikode,Kerala,Silver,Organic Search,573,2,5,639.97,319.98,Beauty & Personal Care,57,40,13,0.105,317,0.328,0.164,1,4.63,Cash on Delivery,200
CUST121586,Anil Gupta,36,Male,Vadodara,Gujarat,Silver,Social Media,221,1,1,539.94,539.94,Books,21,12,81,0.136,202.15,0.818,0.337,0,3.64,UPI,200
CUST121587,Manish Mehta,40,Male,Pune,Maharashtra,Silver,Paid Ads,1770,12,34,5227.23,435.6,Sports & Fitness,176,150,481,0.203,159.35,0.261,0.528,1,4.15,UPI,255.57
CUST121588,Siddharth Desai,19,Male,Warangal,Telangana,Silver,Organic Search,270,5,12,3611.12,722.22,Electronics,64,60,2,0.556,55.28,0.923,0.538,2,3.4,UPI,322.65
CUST121589,Madhuri Mehta,29,Female,Udaipur,Rajasthan,Silver,Paid Ads,1170,5,10,1347.41,269.48,Mobile & Accessories,,19,384,0.128,253.39,0.281,0.356,3,3.42,Debit Card,200
CUST121590,Varun Gupta,32,Male,Ahmedabad,Gujarat,Gold,Affiliate,1440,24,48,13577.33,565.72,Beauty & Personal Care,79,57,58,0.5,60.58,0.45,0.198,5,4.14,Cash on Delivery,669.8
CUST121591,Rakesh Bansal,34,Male,Ahmedabad,Gujarat,Silver,Paid Ads,1620,23,36,8564.29,372.36,Home & Kitchen,192,162,152,0.426,69.81,0.773,0.315,1,3.01,UPI,529.9
CUST121592,Sunita Iyer,33,Female,Mumbai,Maharashtra,Silver,Affiliate,745,4,9,1290.89,322.72,Electronics,103,64,254,0.161,168.23,0.162,0.6,3,3.03,UPI,200
CUST121593,Naveen Mehta,28,Male,Jaipur,Rajasthan,Silver,Social Media,775,8,15,5377.02,672.13,Books,134,71,83,0.31,73.22,0.345,0.6,1,3.55,Credit Card,290.64
CUST121594,Swati Bhatt,33,Female,Surat,Gujarat,Silver,Paid Ads,628,13,25,11721.38,901.64,Beauty & Personal Care,13,11,15,0.621,44.94,0.265,0.6,5,2.89,Credit Card,591.41
CUST121595,Nitin Shah,55,Male,Kochi,Kerala,Gold,Organic Search,622,5,9,1969.85,393.97,Fashion,86,79,7,0.241,116.38,0.349,0.208,2,3.83,Debit Card,294.17
CUST121596,Vijay Mehta,37,Male,Delhi,Delhi,Gold,Paid Ads,1858,17,30,14731.11,866.54,Fashion,210,82,122,0.274,128.12,0.212,0.342,3,3.75,Credit Card,1358.54
CUST121597,Nitin Sharma,20,Male,Ahmedabad,Gujarat,Silver,Social Media,360,5,11,4275.95,855.19,Beauty & Personal Care,46,13,91,0.417,78.31,0.687,0.282,2,3.78,UPI,242.25
CUST121598,Rakesh Sharma,44,Male,Lucknow,Uttar Pradesh,Platinum,Referral,1217,49,145,80520.35,1643.27,Mobile & Accessories,261,124,6,1.208,25.01,0.222,0.329,1,4.57,Credit Card,4194.4
CUST121599,Nitin Mishra,45,Male,Bhopal,Madhya Pradesh,Gold,Referral,2006,18,50,7839.66,435.54,Sports & Fitness,726,663,138,0.269,109.13,0.8,0.316,3,3.86,Cash on Delivery,427.37
CUST121600,Priya Rao,39,Female,Kozhikode,Kerala,Gold,Referral,2070,29,64,37262.64,1284.92,Fashion,283,265,186,0.42,71.38,0.489,0.154,0,4.21,Credit Card,2344.31
CUST121601,Vandana Gupta,15,Female,Ahmedabad,Gujarat,Silver,Paid Ads,30,1,2,399.07,399.07,Electronics,7,5,54,1,27.3,0.399,0.077,3,3.78,Debit Card,200
CUST121602,Pallavi Pandey,51,Female,Warangal,Telangana,Gold,Paid Ads,1967,52,99,46637.38,896.87,Fashion,410,337,53,0.793,38.13,0.455,,3,3.11,Debit Card,1942.34
CUST121603,Anita Mehta,34,Female,Kozhikode,Kerala,Silver,Organic Search,605,4,9,2068.9,517.22,Grocery,85,49,112,0.198,116.61,0.458,0.06,2,3.98,Debit Card,320.21
CUST121604,Yogesh Iyer,40,Male,Ahmedabad,Gujarat,Silver,Paid Ads,872,3,7,2779.14,926.38,Fashion,115,79,91,0.103,310.22,0.356,0.03,3,3.31,Debit Card,245.71
CUST121605,Ritu Rao,44,Female,Hyderabad,Telangana,Silver,Organic Search,1180,7,12,8512.73,1216.1,Fashion,90,69,65,0.178,148.82,0.663,0.088,1,4.45,EMI,707.46
CUST121606,Radhika Nair,26,Female,Lucknow,Uttar Pradesh,Silver,Paid Ads,608,7,18,3263.9,466.27,Mobile & Accessories,39,33,5,0.345,87.6,0.516,0.183,1,3.72,Debit Card,491.43
CUST121607,Ashok Thakur,44,Male,Chandigarh,Punjab,Silver,Organic Search,568,11,24,4767.63,433.42,Sports & Fitness,126,85,23,0.581,50.69,0.121,0.268,4,3.4,UPI,543.74
CUST121608,Usha Mishra,34,Female,Surat,Gujarat,Silver,Organic Search,1620,16,23,8078.05,504.88,Fashion,258,171,156,0.296,98.5,0.545,0.128,1,4.22,UPI,1126.5
CUST121609,Deepika Desai,40,Female,Vadodara,Gujarat,Gold,Social Media,2160,21,38,12462.42,593.45,Electronics,330,223,11,0.292,112.56,0.765,0.183,1,4.27,UPI,1474.57
CUST121610,Divya Bansal,39,Female,Mumbai,Maharashtra,Gold,Organic Search,462,8,14,7122.87,890.36,Electronics,40,27,377,0.519,66.66,0.066,0.414,5,3.61,Debit Card,511.07
CUST121611,Lakshmi Sharma,27,Female,Bengaluru,Karnataka,Silver,Affiliate,990,3,5,1892.22,630.74,Beauty & Personal Care,45,32,174,0.091,306.07,0.653,0.358,2,3.68,UPI,217.61
CUST121612,Vandana Das,43,Female,Udaipur,Rajasthan,Gold,Affiliate,864,17,34,13628.17,801.66,Home & Kitchen,158,103,27,0.59,47.03,0.487,0.271,3,3.85,Debit Card,705.42
CUST121613,Ritu Agarwal,29,Female,Bengaluru,Karnataka,Silver,Referral,413,1,2,286.71,286.71,Beauty & Personal Care,23,20,410,0.073,400,0.37,0.176,4,3.48,UPI,200
CUST121614,Radhika Chauhan,34,Female,Surat,Gujarat,Gold,Organic Search,590,12,34,16083.02,1340.25,Electronics,117,101,22,0.61,48.52,0.634,0.185,4,3.09,Credit Card,1229.54
CUST121615,Divya Naidu,39,Female,Chennai,Tamil Nadu,Platinum,Referral,2070,31,93,31452.47,1014.6,Sports & Fitness,476,269,717,0.449,65.39,0.14,0.02,4,3.38,Credit Card,1200.74
CUST121616,Rahul Tiwari,37,Male,Mumbai,Maharashtra,Gold,Email Marketing,820,4,10,1707.73,426.93,Electronics,94,77,236,0.146,187.95,0.283,0.507,4,3.3,Cash on Delivery,200
CUST121617,Sneha Agarwal,17,Female,Surat,Gujarat,Silver,Social Media,90,1,2,690.84,690.84,Electronics,14,12,64,0.333,88.81,0.436,0.492,5,3.03,UPI,200
CUST121618,Divya Menon,22,Female,Noida,Uttar Pradesh,Silver,Organic Search,540,9,27,3464.19,384.91,Electronics,53,31,13,0.5,58.29,0.208,0.155,1,4.15,Cash on Delivery,605.2
CUST121619,Siddharth Bose,25,Male,Kochi,Kerala,Gold,Paid Ads,810,11,34,5254.44,477.68,Grocery,84,62,201,0.407,72.9,0.727,0.138,0,4.07,Debit Card,438.52
CUST121620,Nandini Bose,38,Female,Kolkata,West Bengal,Platinum,Social Media,1135,26,43,11118.87,427.65,Home & Kitchen,309,34,55,0.687,44.35,0.126,0.085,0,4.29,UPI,1580.95
CUST121621,Ajay Shah,36,Male,Bengaluru,Karnataka,Platinum,Paid Ads,1800,48,70,29562.63,615.89,Fashion,461,248,34,0.8,39.71,0.04,0.052,3,4.41,UPI,2509.07
CUST121622,Vijay Desai,30,Male,Pune,Maharashtra,Silver,Referral,1260,9,12,2683.16,298.13,Electronics,265,183,107,0.214,127.75,0.755,0.153,0,4.47,UPI ,334.22
CUST121623,Sarika Desai,30,Female,Chandigarh,Punjab,Platinum,Organic Search,1260,18,50,23789.65,1321.65,Electronics,284,190,25,0.429,67.98,0.203,0.208,1,4.68,Credit Card,2475.27
CUST121624,Lakshmi Mishra,30,Female,Chandigarh,Punjab,Silver,Paid Ads,1260,8,13,2230.06,278.76,Home & Kitchen,190,158,90,0.19,168.63,0.671,0.041,2,4.49,Debit Card,200
CUST121625,Manish Verma,23,Male,Ahmedabad,Gujarat,Gold,Paid Ads,630,3,7,1881.16,627.05,Electronics,94,79,496,0.143,188.61,0.298,0.315,1,4.82,UPI,262.34
CUST121626,Nisha Reddy,39,Female,Ahmedabad,Gujarat,Platinum,Affiliate,2070,55,140,52893.9,961.71,Home & Kitchen,228,115,18,0.797,40.67,0.338,0.517,3,3.62,Credit Card,3838.68
CUST121627,Manoj Reddy,23,Male,Hyderabad,Telangana,Platinum,Referral,630,4,6,4190.25,1047.56,Beauty & Personal Care,185,118,91,0.19,119.49,0.604,0.313,5,4.21,Credit Card,497.21
CUST121628,Pooja Reddy,33,Female,Udaipur,Rajasthan,Silver,Organic Search,1530,10,29,4862.13,486.21,Mobile & Accessories,466,389,162,0.196,128.02,0.912,0.329,0,4.18,Debit Card,364.41
CUST121629,Madhuri Pandey,42,Female,Nagpur,Maharashtra,Gold,Social Media,918,27,60,30439.63,1127.39,Fashion,543,443,65,0.882,32.16,0.022,0.311,3,3.99,EMI,1897.69
CUST121630,Lakshmi Shah,32,Female,Nagpur,Maharashtra,Gold,Paid Ads,1440,19,58,8629.76,454.2,Grocery,326,320,77,0.396,77.79,0.248,0.331,3,3.97,Cash on Delivery,728.87
CUST121631,Rakesh Bansal,45,Male,Bengaluru,Karnataka,Gold,Organic Search,932,8,21,4006.43,500.8,Home & Kitchen,21,19,238,0.258,131.52,0.255,0.189,2,3.96,UPI,327.21
CUST121632,Sangeeta Naidu,23,Female,Kolkata,West Bengal,Silver,Organic Search,533,4,10,4897.21,1224.3,Fashion,107,100,56,0.225,155.72,0.474,0.111,2,4.59,Credit Card,552.78
CUST121633,Pooja Gupta,21,Female,Kanpur,Uttar Pradesh,Gold,Paid Ads,310,3,7,915.11,305.04,Home & Kitchen,50,24,19,0.29,97.11,0.229,0.323,4,3.35,Cash on Delivery,200
CUST121634,Pankaj Mishra,18,Male,Coimbatore,Tamil Nadu,Platinum,Email Marketing,180,5,12,6112.39,1222.48,Books,57,34,218,0.833,35.94,0.132,0.154,2,4.55,EMI,926.97
CUST121635,Abhishek Agarwal,38,Male,Bengaluru,Karnataka,Platinum,Organic Search,1980,79,98,51383.73,650.43,Home & Kitchen,61,15,22,1.197,23.23,0.319,0.1,0,4.46,Credit Card,5301.37
CUST121636,Sneha Bhatt,18,Female,Nagpur,Maharashtra,Silver,Paid Ads,180,2,5,842.53,421.27,Beauty & Personal Care,42,19,27,0.333,70.26,0.658,0.274,3,4.32,Debit Card,200
CUST121637,Abhishek Naidu,45,Male,Kolkata,West Bengal,Silver,Paid Ads,1418,17,36,21098.06,1241.06,Fashion,148,86,64,0.36,80.72,0.365,0.061,1,4.26,Credit Card,1673.36
CUST121638,Ritu Patel,46,Female,Bhopal,Madhya Pradesh,Gold,Affiliate,1126,6,15,3342.13,557.02,Electronics,20,15,276,0.16,174.25,0.32,0.159,2,4.06,UPI,299.85
CUST121639,Pankaj Agarwal,34,Male,Udaipur,Rajasthan,Silver,Organic Search,532,2,5,719.7,359.85,Electronics,43,35,90,0.113,225.46,0.575,0.365,1,3.73,UPI,200
CUST121640,Pallavi Reddy,26,Female,Kolkata,West Bengal,Platinum,Email Marketing,900,3,6,2398.04,799.35,Grocery,129,85,102,0.1,316.82,0.146,0.248,0,4.36,UPI,394.7
CUST121641,Arjun Joshi,18,Male,Chennai,Tamil Nadu,Silver,Email Marketing,180,1,2,413.83,413.83,Fashion,34,33,682,0.167,189.07,0.24,0.315,4,3.53,Cash on Delivery,200
CUST121642,Sandeep Bhatt,35,Male,Lucknow,Uttar Pradesh,Silver,Referral,1710,31,79,27341.41,881.98,Electronics,436,339,38,0.544,54.89,0.731,0.102,4,4.36,UPI,9543.24
CUST121643,Amit Chatterjee,32,Male,Ahmedabad,Gujarat,Silver,Paid Ads,1277,22,56,10174.61,462.48,Grocery,102,77,111,0.517,60.4,0.447,0.274,2,4.05,Debit Card,802.25
CUST121644,Pooja Thakur,34,Female,Pune,Maharashtra,Gold,Referral,961,26,68,19052.81,732.8,Mobile & Accessories,180,73,72,0.812,36.44,0.286,0.346,4,3.62,Credit Card,1371.1
CUST121645,Sangeeta Joshi,36,Female,Vadodara,Gujarat,Gold,Social Media,793,12,22,7949.68,662.47,Sports & Fitness,112,81,142,0.454,75.21,0.385,0.099,2,4.28,Credit Card,256.42
CUST121646,Ajay Pandey,23,Male,Hyderabad,Telangana,Silver,Organic Search,630,19,50,10764.94,566.58,Electronics,106,69,50,0.905,32.36,0.231,0.175,1,4.39,Cash on Delivery,1397.07
CUST121647,Usha Naidu,30,Female,Mumbai,Maharashtra,Silver,Email Marketing,242,1,2,761.01,761.01,Fashion,12,10,594,0.124,182.19,0.691,0.2,0,3.82,Debit Card,200
CUST121648,Sandeep Sharma,33,Male,Vadodara,Gujarat,Gold,Organic Search,470,10,31,17337.21,1733.72,Sports & Fitness,120,50,184,0.638,47.36,0.658,0.24,3,3.95,Credit Card,853.9
CUST121649,Yogesh Shah,50,Male,Bhopal,Madhya Pradesh,Gold,Organic Search,499,1,3,670.3,670.3,Grocery,24,16,22,0.06,400,0.063,0.481,4,3.22,Credit Card,200
CUST121650,Madhuri Gupta,38,Female,Howrah,West Bengal,Silver,Referral,1980,23,52,6833.56,297.11,Electronics,216,169,107,0.348,96.41,0.319,0.114,1,3.98,UPI,601.18
CUST121651,Aditya Mishra,33,Male,Jaipur,Rajasthan,Silver,Paid Ads,465,5,13,1842.14,368.43,Sports & Fitness,20,12,201,0.323,92.44,0.949,0.206,2,4.01,UPI,200
CUST121652,Suresh Bansal,24,Male,Bengaluru,Karnataka,Gold,Social Media,720,5,12,4076.21,815.24,Home & Kitchen,75,45,78,0.208,119.81,0.496,0.217,3,3.97,Debit Card,404.71
CUST121653,Usha Kulkarni,42,Female,Hyderabad,Telangana,Silver,Social Media,1161,19,42,14098.75,742.04,Grocery,192,125,112,0.491,63.9,0.532,0.426,9,3.78,UPI,1033.67
CUST121654,Lakshmi Iyer,46,Female,Bengaluru,Karnataka,Gold,Organic Search,932,6,17,5976.53,996.09,Home & Kitchen,113,56,713,0.193,196.29,0.257,0.286,4,4.14,Credit Card,410.79
CUST121655,Naveen Iyer,20,Male,Chennai,Tamil Nadu,Silver,Social Media,360,4,8,4684.26,1171.07,Books,51,45,147,0.333,73.54,0.745,0.307,0,4.08,Net Banking,324.93
CUST121656,Vijay Yadav,18,Male,Nagpur,Maharashtra,Silver,Organic Search,180,2,4,942.17,471.09,Electronics,31,18,36,0.333,104.89,0.052,0.065,1,3.95,Cash on Delivery,200
CUST121657,Anjali Rao,32,Female,Surat,Gujarat,Silver,Email Marketing,502,2,5,1752.51,876.26,Grocery,88,62,156,0.12,236.85,0.023,0.544,2,3.48,UPI,200
CUST121658,Usha Joshi,30,Female,Noida,Uttar Pradesh,Silver,Organic Search,1022,1,2,466.58,466.58,Electronics,48,30,539,0.029,400,0.38,0.08,2,3.82,UPI,200
CUST121659,Ashok Naidu,43,Male,Hyderabad,Telangana,Silver,Paid Ads,396,10,23,4576.61,457.66,Sports & Fitness,200,159,128,0.758,45.36,0.627,0.011,0,4.17,UPI,488.32
CUST121660,Pallavi Shah,23,Female,Surat,Gujarat,Silver,Referral,630,10,17,3961.44,396.14,Fashion,22,10,25,0.476,56.17,0.506,0.049,2,4.13,Debit Card,310.73
CUST121661,Sonal Shah,24,Female,Patna,Bihar,Gold,Social Media,720,14,33,5561.16,397.23,Beauty & Personal Care,104,34,53,0.583,53.88,0.531,0.238,3,3.29,UPI,1044.66
CUST121662,Deepak Menon,20,Male,Kanpur,Uttar Pradesh,Silver,Email Marketing,360,3,8,862,287.33,Fashion,36,31,146,0.25,134.71,0.738,0.43,1,3.49,UPI,200
CUST121663,Sanjay Kumar,24,Male,Kanpur,Uttar Pradesh,Silver,Organic Search,720,18,48,6475.77,359.76,Home & Kitchen,223,164,3,0.75,46.36,0.876,0.16,2,4.22,Debit Card,920.7
CUST121664,Pooja Desai,33,Female,Bengaluru,Karnataka,Gold,Organic Search,1530,7,21,5413.41,773.34,Sports & Fitness,251,225,171,0.137,203.99,0.227,0.339,0,3.99,UPI,757.43
CUST121665,Pankaj Shah,20,Male,Bengaluru,Karnataka,Gold,Referral,360,11,18,13137.4,1194.31,Home & Kitchen,154,84,25,0.917,36.5,0.333,0.159,1,4.1,Credit Card,1448.47
CUST121666,Abhishek Rao,58,Male,Lucknow,Uttar Pradesh,Silver,Paid Ads,252,3,8,3384.1,1128.03,Electronics,89,53,46,0.357,66.1,0.088,0.6,5,3.35,EMI,219.96
CUST121667,Sunita Pillai,18,Female,Delhi,Delhi,Silver,Referral,180,8,15,5955.54,744.44,Fashion,39,19,58,1.333,27.01,0.603,0.374,3,3.04,UPI,513.22
CUST121668,Neha Verma,28,Female,Bengaluru,Karnataka,Silver,Referral,1080,16,35,6903.88,431.49,Mobile & Accessories,119,83,210,0.444,74.56,0.341,0.129,0,4.02,UPI,397.45
CUST121669,Kajal Verma,34,Female,Vadodara,Gujarat,Silver,Paid Ads,1387,7,16,3329.72,475.67,Beauty & Personal Care,60,43,576,0.151,229.17,0.135,0.542,3,3.43,UPI,200
CUST121670,Vandana Kulkarni,42,Female,Kochi,Kerala,Silver,Organic Search,1998,11,26,15051.41,1368.31,Electronics,140,72,269,0.165,208.37,0.403,0.171,4,3.63,Credit Card,453.6
CUST121671,Deepak Das,24,Male,Ahmedabad,Gujarat,Platinum,Organic Search,720,15,31,24648.45,1643.23,Home & Kitchen,53,27,98,0.625,41.83,0,0.258,1,4.6,Credit Card,1346.25
CUST121672,Sarika Bhatt,77,Female,Hubballi,Karnataka,Silver,Organic Search,1355,17,26,5205.36,306.2,Mobile & Accessories,264,112,58,0.376,74.29,0.727,0.152,3,4.06,UPI,420.59
CUST121673,Kavita Chatterjee,24,Female,Bengaluru,Karnataka,Platinum,Social Media,720,22,52,13227.63,601.26,Home & Kitchen,217,88,93,0.917,41.77,0.401,0.357,3,4.08,Debit Card,1190.78
CUST121674,Pooja Shah,47,Female,Madurai,Tamil Nadu,Silver,Paid Ads,2080,19,36,5468.25,287.8,Grocery,202,147,19,0.274,90.59,0.307,0.337,3,3.55,Cash on Delivery,599.84
CUST121675,Naveen Tiwari,18,Male,Warangal,Telangana,Silver,Email Marketing,180,1,2,528.99,528.99,Home & Kitchen,27,21,843,0.167,197,0.405,0.464,3,3.7,Cash on Delivery,200
CUST121676,Vidya Gupta,40,Female,Hyderabad,Telangana,Silver,Paid Ads,656,9,9,9454.17,1050.46,Sports & Fitness,127,99,37,0.412,75.51,0.119,0.387,5,3.69,Credit Card,730.44
CUST121677,Divya Reddy,34,Female,Pune,Maharashtra,Silver,Organic Search,1105,10,17,6501.74,650.17,Home & Kitchen,121,58,120,0.271,129.02,0.239,0.212,2,3.79,Credit Card,631.85
CUST121678,Pankaj Mishra,75,Male,Pune,Maharashtra,Gold,Paid Ads,1220,21,44,9877.05,470.34,Electronics,285,182,77,0.516,55.64,0.561,0.501,2,3.59,Debit Card,924.61
CUST121679,Manish Singh,42,Male,Vadodara,Gujarat,Silver,Organic Search,2173,11,30,8424.25,765.84,Sports & Fitness,318,204,68,0.152,215.8,0.496,0.125,3,3.85,Credit Card,2665.55
CUST121680,Anil Das,26,Male,Chennai,Tamil Nadu,Gold,Paid Ads,900,10,21,7499.97,750,Beauty & Personal Care,59,37,248,0.333,92.83,0.25,0.153,2,3.86,Credit Card,635.4
CUST121681,Varun Bose,40,Male,Hyderabad,Telangana,Silver,Organic Search,1168,1,2,689.54,689.54,Electronics,207,128,534,0.026,400,0.475,0.01,0,4.28,UPI,200
CUST121682,Naveen Joshi,33,Male,Vadodara,Gujarat,Silver,Paid Ads,951,6,15,2226.12,371.02,Electronics,49,21,411,0.189,110.28,0.623,0.248,3,3.32,Cash on Delivery,200
CUST121683,Varun Tiwari,21,Male,Hyderabad,Telangana,Gold,Affiliate,450,5,11,3931.68,786.34,Fashion,32,21,40,0.333,91.22,0.046,0.108,0,5,UPI,594.5
CUST121684,Sanjay Joshi,31,Male,Pune,Maharashtra,Gold,Paid Ads,870,15,47,10004.47,666.96,Grocery,23,15,85,0.517,47.22,0.11,0.071,1,4.5,Debit Card,905.63
CUST121685,Vijay Bansal,32,Male,Patna,Bihar,Platinum,Social Media,1440,22,55,9624.88,437.49,Fashion,478,363,3,0.458,74.08,0.513,0.099,5,4.1,UPI,1075.32
CUST121686,Usha Mishra,18,Female,Kolkata,West Bengal,Platinum,Social Media,176,1,3,2933.17,2933.17,Beauty & Personal Care,39,30,180,0.17,183.43,0.539,0.14,0,4.66,Credit Card,1412.94
CUST121687,Rekha Verma,24,Female,Kolkata,West Bengal,Gold,Social Media,720,6,11,3402.4,567.07,Books,18,13,24,0.25,112.3,0.389,0.43,3,3.5,Debit Card,485.19
CUST121688,Priya Bose,36,Female,Ludhiana,Punjab,Gold,Organic Search,1800,30,50,15038.37,501.28,Books,45,19,28,0.5,63.95,0.294,0.062,0,4.8,Cash on Delivery,2197.76
CUST121689,Deepika Mehta,33,Female,Surat,Gujarat,Platinum,Organic Search,793,13,23,12888.38,991.41,Fashion,210,90,73,0.492,74.98,0.237,0.366,2,4.39,Credit Card,949.09
CUST121690,Manish Singh,40,Male,Bengaluru,Karnataka,Gold,Organic Search,1282,32,81,27836.04,869.88,Electronics,294,217,39,0.749,43.65,0.029,0.354,4,3.63,UPI,1911.24
CUST121691,Sonal Reddy,42,Female,Jaipur,Rajasthan,Silver,Organic Search,977,14,36,11904.26,850.3,Fashion,68,53,510,0.43,64.43,0.122,0.25,4,4.17,UPI,465.49
CUST121692,Shreya Chauhan,25,Female,Hyderabad,Telangana,Silver,Paid Ads,810,8,19,6777.63,847.2,Electronics,200,132,67,0.296,110.99,0.226,0.169,3,4.14,UPI,679.78
CUST121693,Usha Iyer,26,Female,Hyderabad,Telangana,Gold,Social Media,900,16,35,5905.94,369.12,Fashion,265,247,163,0.533,59,0.494,0.013,1,5,UPI,470.08
CUST121694,Pallavi Iyer,19,Female,Vadodara,Gujarat,Gold,Organic Search,270,3,9,1828.02,609.34,Mobile & Accessories,127,57,40,0.333,103.95,0.604,0.325,1,4.02,Credit Card,225.46
CUST121695,Rahul Patel,36,Male,Kolkata,West Bengal,Gold,Affiliate,1800,26,75,11326.46,435.63,Home & Kitchen,118,89,52,0.433,67.23,0.304,0.165,2,3.72,UPI,903.06
CUST121696,Sonal Thakur,28,Female,Chennai,Tamil Nadu,Gold,Social Media,1005,10,15,5915.95,591.59,Fashion,132,81,106,0.299,114.04,0.114,0.085,3,4.72,Credit Card,475.16
CUST121697,Radhika Joshi,41,Female,Chennai,Tamil Nadu,Silver,Email Marketing,1546,10,22,13014.68,1301.47,Electronics,43,24,38,0.194,144.07,0.575,0.372,2,3.54,Net Banking,738.06
CUST121698,Karan Kumar,40,Male,Lucknow,Uttar Pradesh,Silver,Paid Ads,659,3,6,2134.22,711.41,Fashion,92,35,52,0.137,221.58,0.399,0.308,4,3.74,UPI,200
CUST121699,Rohit Tiwari,36,Male,Ahmedabad,Gujarat,Silver,Referral,760,3,6,1444.88,481.63,Home & Kitchen,21,14,86,0.118,282.87,0.689,0.448,4,3.43,Cash on Delivery,200
CUST121700,Karan Verma,28,Male,Bengaluru,Karnataka,Gold,Paid Ads,1080,22,51,9026.92,410.31,Fashion,426,261,37,0.611,52.61,0.588,0.6,3,3.72,Cash on Delivery,609.51
CUST121701,Yogesh Naidu,41,Male,Kolkata,West Bengal,Platinum,Social Media,1831,16,46,4387,274.19,Sports & Fitness,383,265,451,0.262,142.9,0.402,0.548,3,3.86,UPI,323.61
CUST121702,Lakshmi Mehta,32,Female,Udaipur,Rajasthan,Gold,Organic Search,1440,5,10,3238.63,647.73,Home & Kitchen,293,154,36,0.104,285.14,0.248,0.335,1,4.09,Credit Card,429.37
CUST121703,Swati Mehta,34,Female,Jaipur,Rajasthan,Gold,Email Marketing,1590,22,61,14733.14,669.69,Electronics,239,178,14,0.415,79.81,0,0.143,2,4.42,UPI,1028.19
CUST121704,Varun Naidu,18,Male,Bengaluru,Karnataka,Silver,Paid Ads,180,3,8,925.43,308.48,Home & Kitchen,26,19,32,0.5,61.81,0.76,0.258,2,4.05,Debit Card,200
CUST121705,Ashok Reddy,35,Male,Chennai,Tamil Nadu,Silver,Paid Ads,350,8,18,4907.93,613.49,Grocery,36,22,64,0.686,47.27,0.273,0.164,0,3.74,UPI,371.86
CUST121706,Vandana Rao,32,Female,Delhi,Delhi,Silver,Paid Ads,1169,8,15,3863.54,482.94,Mobile & Accessories,181,104,883,0.205,157.5,0.51,0.296,1,3.92,UPI,634.71
CUST121707,Meera Joshi,31,Female,Hyderabad,Telangana,Platinum,Affiliate,1350,30,35,21275.31,709.18,Home & Kitchen,523,332,11,0.667,45.45,0.223,0.342,2,4.06,Credit Card,792.37
CUST121708,Kajal Rao,27,Female,Bengaluru,Karnataka,Silver,Paid Ads,990,17,31,11620.97,683.59,Mobile & Accessories,60,40,104,0.515,52.9,0.485,0.208,1,3.93,Credit Card,546.69
CUST121709,Manish Kulkarni,20,Male,Hyderabad,Telangana,Gold,Organic Search,360,5,12,2533.12,506.62,Electronics,27,21,49,0.417,76.92,0.371,0.37,4,3.52,UPI,240.82
CUST121710,Vandana Joshi,32,Female,Howrah,West Bengal,Silver,Email Marketing,1421,9,18,2486.09,276.23,Electronics,154,81,56,0.19,170.68,0.267,0.558,6,2.87,UPI,200
CUST121711,Kiran Pillai,18,Male,Hyderabad,Telangana,Gold,Social Media,180,6,14,9977.61,1662.94,Electronics,7,5,63,1,29.24,0.536,0.146,1,4.36,Credit Card,2681.87
CUST121712,Varun Das,30,Male,Lucknow,Uttar Pradesh,Gold,Paid Ads,1260,33,67,27752.48,840.98,Home & Kitchen,107,95,21,0.786,39.25,0.666,0.196,2,4.1,UPI,1677.63
CUST121713,Deepak Tiwari,27,Male,Kochi,Kerala,Silver,Email Marketing,149,5,9,2801.78,560.36,Beauty & Personal Care,20,11,35,1.007,30.17,0.53,0.496,2,3.78,UPI,314.09
CUST121714,Pallavi Chauhan,42,Female,Kolkata,West Bengal,Silver,Paid Ads,1204,2,5,1745.23,872.61,,134,90,74,0.05,400,0.54,0.135,3,3.6,Debit Card,200
CUST121715,Sunita Singh,47,Female,Vadodara,Gujarat,Gold,Paid Ads,614,8,14,8868.93,1108.62,Mobile & Accessories,174,91,177,0.391,80.86,0.463,0.065,1,4.17,EMI,809.25
CUST121716,Naveen Menon,20,Male,Hubballi,Karnataka,Silver,Organic Search,360,1,2,329.13,329.13,Beauty & Personal Care,40,23,477,0.083,356.8,0.572,0.417,1,3.71,Cash on Delivery,200
